transaction_id,user_id,timestamp,reasons
203100,U826,2024-07-15T02:55:00,High value; New vendor
203116,U154,2024-07-15T02:57:00,High value
203128,U993,2024-07-15T02:58:00,New vendor
203139,U130,2024-07-15T03:00:00,New vendor
203152,U872,2024-07-15T03:01:00,New vendor
203177,U782,2024-07-15T03:04:00,New vendor
203208,U126,2024-07-15T03:07:00,New vendor
203246,U508,2024-07-15T03:11:00,High value; New vendor
203250,U841,2024-07-15T03:11:00,High value
203257,U215,2024-07-15T03:13:00,New vendor
203259,U270,2024-07-15T03:13:00,High value
203261,U484,2024-07-15T03:13:00,High value; New vendor
203262,U693,2024-07-15T03:13:00,High value
203283,U914,2024-07-15T03:15:00,New vendor
203285,U140,2024-07-15T03:16:00,High value
203292,U002,2024-07-15T03:17:00,High value; New vendor
203337,U338,2024-07-15T03:21:00,High value
203345,U738,2024-07-15T03:21:00,New vendor
203372,U086,2024-07-15T03:24:00,New vendor
203384,U985,2024-07-15T03:25:00,New vendor
203392,U297,2024-07-15T03:26:00,High value
203412,U857,2024-07-15T03:27:00,New vendor
203436,U971,2024-07-15T03:29:00,New vendor
203445,U859,2024-07-15T03:30:00,High value
203467,U407,2024-07-15T03:33:00,New vendor
203473,U790,2024-07-15T03:33:00,High value
203531,U614,2024-07-15T03:40:00,New vendor
203532,U750,2024-07-15T03:40:00,High value
203551,U705,2024-07-15T03:42:00,New vendor
203584,U406,2024-07-15T03:46:00,New vendor
203599,U995,2024-07-15T03:47:00,New vendor
203640,U171,2024-07-15T03:51:00,New vendor
203649,U412,2024-07-15T03:52:00,High value
203675,U148,2024-07-15T03:55:00,New vendor
203685,U257,2024-07-15T03:56:00,High value
203691,U517,2024-07-15T03:56:00,High value
203705,U550,2024-07-15T03:57:00,High value
203712,U640,2024-07-15T03:58:00,High value
203726,U617,2024-07-15T03:59:00,High value
203729,U040,2024-07-15T04:00:00,High value
203757,U466,2024-07-15T04:02:00,New vendor
203770,U001,2024-07-15T04:04:00,New vendor
203783,U030,2024-07-15T04:05:00,High value
203784,U046,2024-07-15T04:05:00,New vendor
203785,U068,2024-07-15T04:05:00,New vendor
203786,U243,2024-07-15T04:05:00,New vendor
203799,U450,2024-07-15T04:06:00,New vendor
203820,U825,2024-07-15T04:08:00,High value
203839,U434,2024-07-15T04:11:00,New vendor
203850,U225,2024-07-15T04:12:00,High value
203858,U086,2024-07-15T04:13:00,New vendor
203860,U341,2024-07-15T04:13:00,New vendor
203901,U558,2024-07-15T04:16:00,High value
203911,U580,2024-07-15T04:17:00,High value; New vendor
203920,U285,2024-07-15T04:18:00,New vendor
203928,U863,2024-07-15T04:18:00,New vendor
203935,U275,2024-07-15T04:19:00,New vendor
203959,U913,2024-07-15T04:21:00,New vendor
203962,U135,2024-07-15T04:22:00,New vendor
203963,U876,2024-07-15T04:22:00,High value
203989,U915,2024-07-15T04:24:00,High value; New vendor
203991,U979,2024-07-15T04:24:00,New vendor
204008,U184,2024-07-15T04:27:00,High value
204049,U171,2024-07-15T04:31:00,New vendor
204055,U066,2024-07-15T04:32:00,High value
204059,U657,2024-07-15T04:32:00,New vendor
204073,U130,2024-07-15T04:34:00,New vendor
204084,U202,2024-07-15T04:35:00,New vendor
204106,U643,2024-07-15T04:37:00,New vendor
204109,U023,2024-07-15T04:38:00,High value
204111,U268,2024-07-15T04:38:00,New vendor
204113,U470,2024-07-15T04:38:00,New vendor
204114,U493,2024-07-15T04:38:00,High value
204118,U633,2024-07-15T04:38:00,High value
204142,U386,2024-07-15T04:41:00,New vendor
204145,U540,2024-07-15T04:41:00,High value
204151,U210,2024-07-15T04:42:00,New vendor
204157,U853,2024-07-15T04:42:00,High value; New vendor
204158,U963,2024-07-15T04:42:00,New vendor
204191,U787,2024-07-15T04:45:00,New vendor
204218,U336,2024-07-15T04:48:00,New vendor
204286,U040,2024-07-15T04:55:00,High value
204305,U248,2024-07-15T04:57:00,High value
204315,U177,2024-07-15T04:58:00,High value; New vendor
204321,U731,2024-07-15T04:58:00,New vendor
204331,U027,2024-07-15T05:00:00,New vendor
204336,U265,2024-07-15T05:00:00,New vendor
204354,U778,2024-07-15T05:01:00,New vendor
204357,U029,2024-07-15T05:02:00,New vendor
204369,U836,2024-07-15T05:02:00,New vendor
204409,U516,2024-07-15T05:06:00,New vendor
204426,U843,2024-07-15T05:08:00,New vendor
204429,U076,2024-07-15T05:09:00,New vendor
204446,U760,2024-07-15T05:11:00,New vendor
204454,U969,2024-07-15T05:12:00,High value
204462,U643,2024-07-15T05:13:00,New vendor
204481,U169,2024-07-15T05:15:00,High value
204492,U792,2024-07-15T05:16:00,New vendor
204516,U326,2024-07-15T05:19:00,High value
204524,U223,2024-07-15T05:20:00,New vendor
204545,U713,2024-07-15T05:22:00,New vendor
204549,U178,2024-07-15T05:23:00,High value
204556,U978,2024-07-15T05:23:00,New vendor
204562,U503,2024-07-15T05:24:00,High value
204577,U194,2024-07-15T05:26:00,New vendor
204589,U917,2024-07-15T05:27:00,New vendor
204592,U337,2024-07-15T05:28:00,New vendor
204596,U732,2024-07-15T05:28:00,High value; New vendor
204598,U850,2024-07-15T05:28:00,New vendor
204621,U849,2024-07-15T05:30:00,High value
204641,U141,2024-07-15T05:33:00,New vendor
204656,U087,2024-07-15T05:34:00,High value; New vendor
204657,U090,2024-07-15T05:34:00,New vendor
204671,U523,2024-07-15T05:35:00,New vendor
204715,U925,2024-07-15T05:39:00,High value; New vendor
204747,U075,2024-07-15T05:43:00,High value
204766,U320,2024-07-15T05:45:00,New vendor
204772,U099,2024-07-15T05:46:00,New vendor
204777,U532,2024-07-15T05:46:00,New vendor
204795,U069,2024-07-15T05:48:00,High value
204822,U211,2024-07-15T05:50:00,New vendor
204834,U599,2024-07-15T05:51:00,New vendor
204840,U228,2024-07-15T05:52:00,High value; New vendor
204850,U121,2024-07-15T05:53:00,New vendor
204863,U360,2024-07-15T05:54:00,High value
204864,U520,2024-07-15T05:54:00,High value
204870,U863,2024-07-15T05:54:00,New vendor
204872,U024,2024-07-15T05:55:00,New vendor
204882,U765,2024-07-15T05:56:00,High value
204883,U781,2024-07-15T05:56:00,New vendor
204904,U058,2024-07-15T05:59:00,New vendor
204956,U467,2024-07-15T06:04:00,High value
204977,U788,2024-07-15T06:06:00,New vendor
204993,U328,2024-07-15T06:08:00,New vendor
205000,U061,2024-07-15T06:09:00,New vendor
205011,U874,2024-07-15T06:10:00,New vendor
205025,U019,2024-07-15T06:12:00,High value
205026,U118,2024-07-15T06:12:00,New vendor
205051,U835,2024-07-15T06:14:00,High value; New vendor
205093,U050,2024-07-15T06:19:00,High value
205126,U666,2024-07-15T06:21:00,New vendor
205132,U112,2024-07-15T06:22:00,High value
205143,U040,2024-07-15T06:23:00,High value
205155,U746,2024-07-15T06:24:00,High value
205171,U364,2024-07-15T06:26:00,New vendor
205172,U536,2024-07-15T06:26:00,High value
205173,U773,2024-07-15T06:26:00,High value
205189,U273,2024-07-15T06:28:00,New vendor
205196,U553,2024-07-15T06:28:00,New vendor
205197,U912,2024-07-15T06:28:00,High value; New vendor
205202,U732,2024-07-15T06:29:00,New vendor
205206,U248,2024-07-15T06:30:00,High value
205224,U090,2024-07-15T06:32:00,High value; New vendor
205235,U956,2024-07-15T06:32:00,High value; New vendor
205243,U333,2024-07-15T06:33:00,High value; New vendor
205255,U534,2024-07-15T06:34:00,New vendor
205271,U279,2024-07-15T06:36:00,High value
205300,U971,2024-07-15T06:38:00,High value
205308,U934,2024-07-15T06:39:00,High value; New vendor
205315,U463,2024-07-15T06:40:00,New vendor
205322,U099,2024-07-15T06:41:00,New vendor
205340,U648,2024-07-15T06:43:00,New vendor
205372,U490,2024-07-15T06:46:00,New vendor
205394,U598,2024-07-15T06:48:00,High value
205398,U375,2024-07-15T06:49:00,New vendor
205406,U143,2024-07-15T06:50:00,New vendor
205414,U015,2024-07-15T06:51:00,High value
205497,U028,2024-07-15T07:01:00,High value
205545,U570,2024-07-15T07:05:00,New vendor
205560,U231,2024-07-15T07:07:00,New vendor
205574,U827,2024-07-15T07:08:00,High value
205577,U101,2024-07-15T07:09:00,New vendor
205589,U164,2024-07-15T07:10:00,High value; New vendor
205617,U320,2024-07-15T07:12:00,New vendor
205637,U766,2024-07-15T07:14:00,New vendor
205650,U117,2024-07-15T07:16:00,New vendor
205657,U644,2024-07-15T07:16:00,New vendor
205664,U016,2024-07-15T07:17:00,New vendor
205665,U152,2024-07-15T07:17:00,New vendor
205671,U030,2024-07-15T07:18:00,High value
205676,U485,2024-07-15T07:18:00,New vendor
205685,U532,2024-07-15T07:19:00,New vendor
205693,U578,2024-07-15T07:20:00,New vendor
205716,U029,2024-07-15T07:23:00,High value
205740,U224,2024-07-15T07:25:00,New vendor
205767,U282,2024-07-15T07:27:00,High value
205782,U094,2024-07-15T07:28:00,High value; New vendor
205783,U169,2024-07-15T07:28:00,New vendor
205785,U458,2024-07-15T07:28:00,New vendor
205787,U585,2024-07-15T07:28:00,High value
205795,U978,2024-07-15T07:28:00,New vendor
205811,U924,2024-07-15T07:30:00,New vendor
205834,U723,2024-07-15T07:33:00,High value
205873,U392,2024-07-15T07:37:00,New vendor
205893,U578,2024-07-15T07:39:00,New vendor
205894,U028,2024-07-15T07:40:00,High value
205908,U929,2024-07-15T07:40:00,High value; New vendor
205923,U639,2024-07-15T07:42:00,High value; New vendor
205943,U303,2024-07-15T07:45:00,New vendor
205970,U603,2024-07-15T07:48:00,New vendor
206010,U228,2024-07-15T07:52:00,New vendor
206011,U281,2024-07-15T07:52:00,High value
206031,U288,2024-07-15T07:54:00,High value; New vendor
206049,U031,2024-07-15T07:56:00,New vendor
206104,U397,2024-07-15T08:01:00,New vendor
206105,U485,2024-07-15T08:01:00,New vendor
206106,U492,2024-07-15T08:01:00,High value
206113,U226,2024-07-15T08:02:00,New vendor
206114,U328,2024-07-15T08:02:00,New vendor
206126,U504,2024-07-15T08:03:00,New vendor
206146,U123,2024-07-15T08:05:00,New vendor
206182,U024,2024-07-15T08:09:00,High value
206193,U029,2024-07-15T08:10:00,New vendor
206211,U910,2024-07-15T08:11:00,High value
206230,U694,2024-07-15T08:13:00,High value
206233,U894,2024-07-15T08:13:00,High value
206243,U075,2024-07-15T08:15:00,New vendor
206273,U212,2024-07-15T08:18:00,High value
206278,U430,2024-07-15T08:18:00,New vendor
206283,U137,2024-07-15T08:19:00,New vendor
206307,U158,2024-07-15T08:22:00,New vendor
206310,U623,2024-07-15T08:22:00,New vendor
206320,U671,2024-07-15T08:23:00,New vendor
206336,U175,2024-07-15T08:25:00,High value
206352,U551,2024-07-15T08:27:00,New vendor
206354,U845,2024-07-15T08:27:00,New vendor
206393,U492,2024-07-15T08:31:00,High value
206397,U747,2024-07-15T08:31:00,New vendor
206449,U484,2024-07-15T08:37:00,New vendor
206462,U124,2024-07-15T08:40:00,High value
206464,U231,2024-07-15T08:40:00,New vendor
206465,U234,2024-07-15T08:40:00,High value
206493,U957,2024-07-15T08:43:00,High value
206495,U053,2024-07-15T08:44:00,High value
206507,U692,2024-07-15T08:45:00,New vendor
206508,U778,2024-07-15T08:45:00,New vendor
206514,U107,2024-07-15T08:46:00,High value
206520,U111,2024-07-15T08:47:00,New vendor
206538,U414,2024-07-15T08:48:00,High value; New vendor
206546,U318,2024-07-15T08:49:00,High value
206563,U101,2024-07-15T08:51:00,New vendor
206578,U801,2024-07-15T08:52:00,New vendor
206584,U542,2024-07-15T08:53:00,New vendor
206607,U765,2024-07-15T08:55:00,New vendor
206610,U148,2024-07-15T08:56:00,New vendor
206624,U485,2024-07-15T08:57:00,New vendor
206635,U483,2024-07-15T08:58:00,New vendor
206641,U108,2024-07-15T08:59:00,High value
206669,U730,2024-07-15T09:01:00,New vendor
206672,U263,2024-07-15T09:02:00,New vendor
206676,U611,2024-07-15T09:02:00,New vendor
206678,U655,2024-07-15T09:02:00,High value
206679,U819,2024-07-15T09:02:00,High value
206703,U461,2024-07-15T09:05:00,New vendor
206740,U373,2024-07-15T09:09:00,High value
206747,U221,2024-07-15T09:10:00,New vendor
206755,U611,2024-07-15T09:10:00,High value; New vendor
206765,U314,2024-07-15T09:11:00,High value
206785,U956,2024-07-15T09:12:00,New vendor
206786,U988,2024-07-15T09:12:00,New vendor
206789,U278,2024-07-15T09:13:00,High value; New vendor
206800,U065,2024-07-15T09:14:00,High value
206802,U126,2024-07-15T09:14:00,High value
206812,U689,2024-07-15T09:15:00,High value
206832,U446,2024-07-15T09:17:00,New vendor
206834,U566,2024-07-15T09:17:00,High value; New vendor
206840,U472,2024-07-15T09:18:00,New vendor
206844,U020,2024-07-15T09:19:00,High value
206848,U159,2024-07-15T09:19:00,New vendor
206875,U152,2024-07-15T09:23:00,High value
206891,U277,2024-07-15T09:25:00,New vendor
206892,U484,2024-07-15T09:25:00,High value
206928,U725,2024-07-15T09:28:00,High value
206932,U934,2024-07-15T09:28:00,New vendor
206935,U216,2024-07-15T09:29:00,New vendor
206943,U121,2024-07-15T09:30:00,New vendor
206954,U111,2024-07-15T09:31:00,New vendor
206964,U688,2024-07-15T09:31:00,New vendor
206979,U735,2024-07-15T09:32:00,New vendor
206983,U320,2024-07-15T09:33:00,New vendor
207001,U050,2024-07-15T09:35:00,New vendor
207007,U832,2024-07-15T09:35:00,High value
207028,U267,2024-07-15T09:38:00,High value
207029,U290,2024-07-15T09:38:00,New vendor
207043,U317,2024-07-15T09:40:00,New vendor
207076,U485,2024-07-15T09:44:00,New vendor
207080,U778,2024-07-15T09:44:00,New vendor
207091,U537,2024-07-15T09:45:00,High value
207128,U289,2024-07-15T09:49:00,New vendor
207143,U903,2024-07-15T09:50:00,New vendor
207150,U778,2024-07-15T09:51:00,New vendor
207152,U879,2024-07-15T09:51:00,High value
207162,U392,2024-07-15T09:52:00,New vendor
207166,U800,2024-07-15T09:52:00,New vendor
207195,U349,2024-07-15T09:55:00,High value
207224,U107,2024-07-15T09:58:00,High value; New vendor
207226,U251,2024-07-15T09:58:00,New vendor
207238,U104,2024-07-15T09:59:00,New vendor
207260,U827,2024-07-15T10:00:00,High value
207270,U914,2024-07-15T10:01:00,High value; New vendor
207271,U056,2024-07-15T10:02:00,New vendor
207285,U418,2024-07-15T10:03:00,New vendor
207291,U945,2024-07-15T10:03:00,New vendor
207305,U639,2024-07-15T10:05:00,New vendor
207312,U130,2024-07-15T10:06:00,New vendor
207333,U794,2024-07-15T10:07:00,High value
207345,U288,2024-07-15T10:09:00,New vendor
207351,U934,2024-07-15T10:09:00,New vendor
207401,U474,2024-07-15T10:16:00,New vendor
207471,U898,2024-07-15T10:24:00,New vendor
207487,U456,2024-07-15T10:26:00,New vendor
207492,U937,2024-07-15T10:26:00,New vendor
207528,U015,2024-07-15T10:31:00,High value; New vendor
207543,U363,2024-07-15T10:32:00,New vendor
207555,U786,2024-07-15T10:33:00,New vendor
207572,U465,2024-07-15T10:35:00,New vendor
207576,U837,2024-07-15T10:35:00,New vendor
207579,U128,2024-07-15T10:36:00,New vendor
207587,U828,2024-07-15T10:36:00,New vendor
207590,U995,2024-07-15T10:36:00,High value; New vendor
207593,U705,2024-07-15T10:37:00,New vendor
207594,U750,2024-07-15T10:37:00,High value
207649,U962,2024-07-15T10:45:00,High value
207681,U001,2024-07-15T10:49:00,New vendor
207682,U148,2024-07-15T10:49:00,New vendor
207698,U875,2024-07-15T10:50:00,High value
207717,U123,2024-07-15T10:52:00,New vendor
207721,U498,2024-07-15T10:52:00,High value
207722,U586,2024-07-15T10:52:00,New vendor
207729,U284,2024-07-15T10:53:00,New vendor
207758,U597,2024-07-15T10:55:00,New vendor
207762,U115,2024-07-15T10:56:00,New vendor
207800,U137,2024-07-15T10:59:00,High value
207814,U1000,2024-07-15T10:59:00,New vendor
207834,U533,2024-07-15T11:02:00,New vendor
207842,U358,2024-07-15T11:03:00,New vendor
207861,U347,2024-07-15T11:05:00,New vendor
207871,U483,2024-07-15T11:06:00,New vendor
207881,U990,2024-07-15T11:06:00,New vendor
207884,U131,2024-07-15T11:07:00,High value
207896,U353,2024-07-15T11:08:00,High value
207898,U847,2024-07-15T11:08:00,New vendor
207899,U964,2024-07-15T11:08:00,High value
207906,U925,2024-07-15T11:09:00,New vendor
207907,U058,2024-07-15T11:10:00,High value; New vendor
207913,U689,2024-07-15T11:10:00,High value
207940,U066,2024-07-15T11:14:00,High value
207946,U012,2024-07-15T11:15:00,New vendor
207947,U633,2024-07-15T11:15:00,New vendor
207952,U094,2024-07-15T11:16:00,High value; New vendor
207983,U402,2024-07-15T11:19:00,New vendor
207987,U586,2024-07-15T11:19:00,New vendor
207989,U913,2024-07-15T11:19:00,New vendor
207993,U618,2024-07-15T11:20:00,New vendor
208012,U093,2024-07-15T11:23:00,High value
208024,U191,2024-07-15T11:24:00,High value; New vendor
208032,U767,2024-07-15T11:25:00,High value
208045,U491,2024-07-15T11:27:00,New vendor
208047,U557,2024-07-15T11:27:00,New vendor
208061,U188,2024-07-15T11:29:00,New vendor
208077,U753,2024-07-15T11:30:00,New vendor
208086,U506,2024-07-15T11:31:00,High value
208101,U584,2024-07-15T11:32:00,New vendor
208130,U127,2024-07-15T11:36:00,New vendor
208135,U760,2024-07-15T11:36:00,High value
208174,U939,2024-07-15T11:40:00,New vendor
208175,U177,2024-07-15T11:41:00,New vendor
208176,U196,2024-07-15T11:41:00,High value; New vendor
208182,U755,2024-07-15T11:41:00,New vendor
208187,U071,2024-07-15T11:42:00,New vendor
208192,U404,2024-07-15T11:42:00,High value
208202,U399,2024-07-15T11:43:00,New vendor
208226,U625,2024-07-15T11:45:00,New vendor
208235,U323,2024-07-15T11:46:00,New vendor
208240,U776,2024-07-15T11:46:00,High value
208262,U801,2024-07-15T11:49:00,New vendor
208268,U443,2024-07-15T11:50:00,New vendor
208270,U485,2024-07-15T11:50:00,High value
208281,U643,2024-07-15T11:51:00,New vendor
208289,U601,2024-07-15T11:52:00,New vendor
208290,U681,2024-07-15T11:52:00,High value
208301,U343,2024-07-15T11:54:00,New vendor
208312,U101,2024-07-15T11:55:00,New vendor
208332,U320,2024-07-15T11:57:00,New vendor
208363,U224,2024-07-15T12:00:00,New vendor
208367,U017,2024-07-15T12:01:00,New vendor
208373,U369,2024-07-15T12:01:00,High value; New vendor
208384,U094,2024-07-15T12:03:00,New vendor
208395,U936,2024-07-15T12:04:00,New vendor
208397,U076,2024-07-15T12:05:00,New vendor
208400,U384,2024-07-15T12:05:00,New vendor
208410,U777,2024-07-15T12:06:00,High value
208413,U090,2024-07-15T12:07:00,High value; New vendor
208445,U585,2024-07-15T12:10:00,High value
208450,U041,2024-07-15T12:11:00,High value; New vendor
208451,U131,2024-07-15T12:11:00,New vendor
208454,U310,2024-07-15T12:11:00,High value
208464,U828,2024-07-15T12:12:00,New vendor
208477,U016,2024-07-15T12:14:00,New vendor
208484,U125,2024-07-15T12:15:00,High value
208494,U274,2024-07-15T12:16:00,New vendor
208557,U537,2024-07-15T12:21:00,High value
208562,U853,2024-07-15T12:21:00,New vendor
208592,U460,2024-07-15T12:24:00,High value
208603,U711,2024-07-15T12:25:00,New vendor
208605,U033,2024-07-15T12:26:00,High value
208615,U514,2024-07-15T12:27:00,New vendor
208620,U352,2024-07-15T12:28:00,High value
208633,U632,2024-07-15T12:29:00,High value
208649,U903,2024-07-15T12:31:00,New vendor
208670,U490,2024-07-15T12:34:00,New vendor
208695,U504,2024-07-15T12:36:00,New vendor
208708,U091,2024-07-15T12:38:00,New vendor
208710,U254,2024-07-15T12:38:00,High value
208722,U570,2024-07-15T12:39:00,High value; New vendor
208734,U345,2024-07-15T12:40:00,New vendor
208746,U909,2024-07-15T12:41:00,New vendor
208758,U495,2024-07-15T12:43:00,New vendor
208759,U516,2024-07-15T12:43:00,New vendor
208765,U433,2024-07-15T12:44:00,High value
208792,U871,2024-07-15T12:46:00,High value
208813,U765,2024-07-15T12:49:00,New vendor
208824,U801,2024-07-15T12:50:00,High value
208834,U663,2024-07-15T12:51:00,New vendor
208835,U878,2024-07-15T12:51:00,New vendor
208837,U990,2024-07-15T12:51:00,New vendor
208849,U669,2024-07-15T12:53:00,New vendor
208850,U763,2024-07-15T12:53:00,New vendor
208856,U674,2024-07-15T12:54:00,High value
208879,U411,2024-07-15T12:58:00,New vendor
208899,U887,2024-07-15T13:00:00,High value
208916,U792,2024-07-15T13:02:00,New vendor
208922,U232,2024-07-15T13:03:00,High value
208928,U853,2024-07-15T13:03:00,High value; New vendor
208938,U805,2024-07-15T13:04:00,High value; New vendor
208975,U365,2024-07-15T13:10:00,New vendor
208981,U098,2024-07-15T13:11:00,High value; New vendor
208987,U883,2024-07-15T13:11:00,High value
209005,U792,2024-07-15T13:13:00,New vendor
209018,U855,2024-07-15T13:14:00,High value
209030,U129,2024-07-15T13:16:00,New vendor
209039,U567,2024-07-15T13:17:00,High value
209054,U801,2024-07-15T13:19:00,High value; New vendor
209063,U490,2024-07-15T13:20:00,High value; New vendor
209071,U344,2024-07-15T13:21:00,High value; New vendor
209073,U468,2024-07-15T13:21:00,High value
209090,U964,2024-07-15T13:23:00,High value
209092,U378,2024-07-15T13:24:00,New vendor
209106,U174,2024-07-15T13:25:00,High value
209107,U289,2024-07-15T13:25:00,New vendor
209111,U466,2024-07-15T13:25:00,High value; New vendor
209123,U552,2024-07-15T13:26:00,High value
209124,U845,2024-07-15T13:26:00,New vendor
209168,U336,2024-07-15T13:32:00,New vendor
209169,U384,2024-07-15T13:32:00,New vendor
209195,U615,2024-07-15T13:35:00,High value
209199,U785,2024-07-15T13:35:00,High value
209209,U353,2024-07-15T13:37:00,High value
209211,U566,2024-07-15T13:37:00,New vendor
209221,U099,2024-07-15T13:38:00,New vendor
209227,U884,2024-07-15T13:38:00,New vendor
209242,U389,2024-07-15T13:40:00,New vendor
209245,U160,2024-07-15T13:41:00,High value
209276,U976,2024-07-15T13:43:00,High value
209278,U206,2024-07-15T13:44:00,New vendor
209293,U514,2024-07-15T13:45:00,New vendor
209310,U503,2024-07-15T13:47:00,New vendor
209316,U162,2024-07-15T13:48:00,New vendor
209345,U485,2024-07-15T13:51:00,High value
209351,U944,2024-07-15T13:51:00,High value
209354,U168,2024-07-15T13:52:00,New vendor
209381,U592,2024-07-15T13:54:00,High value
209396,U437,2024-07-15T13:56:00,High value; New vendor
209399,U702,2024-07-15T13:56:00,New vendor
209400,U010,2024-07-15T13:57:00,High value
209407,U715,2024-07-15T13:57:00,High value
209412,U354,2024-07-15T13:58:00,New vendor
209424,U336,2024-07-15T13:59:00,New vendor
209433,U291,2024-07-15T14:00:00,New vendor
209441,U498,2024-07-15T14:01:00,High value; New vendor
209453,U862,2024-07-15T14:02:00,New vendor
209498,U816,2024-07-15T14:06:00,New vendor
209501,U888,2024-07-15T14:06:00,High value
209511,U347,2024-07-15T14:07:00,New vendor
209519,U983,2024-07-15T14:07:00,High value
209537,U102,2024-07-15T14:10:00,New vendor
209542,U524,2024-07-15T14:10:00,High value; New vendor
209545,U988,2024-07-15T14:10:00,New vendor
209546,U174,2024-07-15T14:11:00,High value
209575,U817,2024-07-15T14:13:00,New vendor
209586,U524,2024-07-15T14:15:00,New vendor
209625,U221,2024-07-15T14:19:00,High value
209630,U925,2024-07-15T14:19:00,New vendor
209654,U516,2024-07-15T14:23:00,High value
209664,U827,2024-07-15T14:24:00,High value
209669,U378,2024-07-15T14:25:00,New vendor
